city,month,date,temp_min,temp_max,precipitation
Paris,2024-07,2024-07-16 00:00:00,14.987096774193548,24.712903225806453,2.0387096774193547
Paris,2024-08,2024-08-16 00:00:00,15.658064516129032,25.83225806451613,4.351612903225806
Paris,2024-09,2024-09-15 12:00:00,12.016666666666667,19.813333333333333,4.263333333333334
Paris,2024-10,2024-10-16 00:00:00,10.209677419354838,17.287096774193547,3.8032258064516125
Paris,2024-11,2024-11-15 12:00:00,5.8100000000000005,11.17,1.9200000000000002
Paris,2024-12,2024-12-16 00:00:00,3.9483870967741934,8.45483870967742,1.793548387096774
Amiens,2024-01,2024-01-16 00:00:00,1.0064516129032257,6.551612903225807,2.103225806451613
Amiens,2024-02,2024-02-15 00:00:00,6.406896551724138,11.39655172413793,3.3344827586206898
Amiens,2024-03,2024-03-16 00:00:00,5.329032258064516,12.741935483870968,3.664516129032258
Amiens,2024-04,2024-04-15 12:00:00,7.156666666666666,14.596666666666666,2.763333333333333
Amiens,2024-05,2024-05-16 00:00:00,10.138709677419355,18.200000000000003,3.335483870967742
Amiens,2024-06,2024-06-15 12:00:00,10.666666666666666,19.936666666666667,2.1333333333333333
Amiens,2024-07,2024-07-16 00:00:00,14.13225806451613,23.080645161290324,1.5935483870967744
Amiens,2024-08,2024-08-16 00:00:00,15.04516129032258,24.59032258064516,1.3645161290322583
Amiens,2024-09,2024-09-15 12:00:00,12.03,19.82,3.2266666666666666
Amiens,2024-10,2024-10-16 00:00:00,9.716129032258063,16.406451612903226,3.1903225806451614
Amiens,2024-11,2024-11-15 12:00:00,5.46,10.860000000000001,2.6733333333333333
Amiens,2024-12,2024-12-16 00:00:00,3.7096774193548385,8.654838709677419,1.5806451612903225
Lille,2024-01,2024-01-16 00:00:00,1.0129032258064516,6.148387096774194,1.8709677419354838
Lille,2024-02,2024-02-15 00:00:00,5.875862068965517,11.144827586206896,3.8310344827586205
Lille,2024-03,2024-03-16 00:00:00,5.377419354838709,12.332258064516129,2.893548387096774
Lille,2024-04,2024-04-15 12:00:00,7.233333333333333,14.093333333333334,3.003333333333333
Lille,2024-05,2024-05-16 00:00:00,10.399999999999999,18.48709677419355,3.5354838709677416
Lille,2024-06,2024-06-15 12:00:00,10.876666666666667,19.66,2.1266666666666665
Lille,2024-07,2024-07-16 00:00:00,14.109677419354838,22.52258064516129,2.5258064516129033
Lille,2024-08,2024-08-16 00:00:00,15.348387096774195,24.364516129032257,2.5258064516129033
Lille,2024-09,2024-09-15 12:00:00,11.993333333333334,19.7,3.8433333333333333
Lille,2024-10,2024-10-16 00:00:00,9.448387096774193,16.18709677419355,2.42258064516129
Lille,2024-11,2024-11-15 12:00:00,5.163333333333333,10.543333333333333,2.1333333333333333
Lille,2024-12,2024-12-16 00:00:00,3.9000000000000004,8.33548387096774,1.6806451612903226
Strasbourg,2024-01,2024-01-16 00:00:00,-0.529032258064516,5.848387096774194,2.335483870967742
Strasbourg,2024-02,2024-02-15 00:00:00,4.637931034482759,11.351724137931035,2.9896551724137934
Strasbourg,2024-03,2024-03-16 00:00:00,4.735483870967743,13.612903225806452,3.5064516129032257
Strasbourg,2024-04,2024-04-15 12:00:00,6.293333333333334,15.583333333333334,3.966666666666667
Strasbourg,2024-05,2024-05-16 00:00:00,10.993548387096775,19.538709677419355,5.619354838709677
Strasbourg,2024-06,2024-06-15 12:00:00,13.78,22.553333333333335,3.816666666666667
Strasbourg,2024-07,2024-07-16 00:00:00,15.36774193548387,24.948387096774194,3.0806451612903225
Strasbourg,2024-08,2024-08-16 00:00:00,16.212903225806453,26.783870967741933,1.6903225806451612
Strasbourg,2024-09,2024-09-15 12:00:00,12.593333333333334,20.326666666666664,2.7133333333333334
Strasbourg,2024-10,2024-10-16 00:00:00,9.270967741935483,16.419354838709676,3.5032258064516126
Strasbourg,2024-11,2024-11-15 12:00:00,3.51,8.860000000000001,2.8833333333333333
Strasbourg,2024-12,2024-12-16 00:00:00,0.6193548387096774,5.541935483870968,2.4322580645161294
Chateau du Haut Koenigsbourg,2024-01,2024-01-16 00:00:00,-1.9096774193548387,3.667741935483871,2.5580645161290323
Chateau du Haut Koenigsbourg,2024-02,2024-02-15 00:00:00,2.658620689655172,7.979310344827587,2.4620689655172416
Chateau du Haut Koenigsbourg,2024-03,2024-03-16 00:00:00,2.429032258064516,10.051612903225807,2.9645161290322584
Chateau du Haut Koenigsbourg,2024-04,2024-04-15 12:00:00,3.94,12.116666666666667,3.74
Chateau du Haut Koenigsbourg,2024-05,2024-05-16 00:00:00,8.061290322580644,15.658064516129032,5.387096774193548
Chateau du Haut Koenigsbourg,2024-06,2024-06-15 12:00:00,10.82,19.066666666666666,4.373333333333333
Chateau du Haut Koenigsbourg,2024-07,2024-07-16 00:00:00,13.038709677419355,21.470967741935485,2.903225806451613
Chateau du Haut Koenigsbourg,2024-08,2024-08-16 00:00:00,14.029032258064515,23.396774193548385,2.229032258064516
Chateau du Haut Koenigsbourg,2024-09,2024-09-15 12:00:00,9.763333333333332,16.413333333333334,4.01
Chateau du Haut Koenigsbourg,2024-10,2024-10-16 00:00:00,7.232258064516128,13.983870967741936,3.567741935483871
Chateau du Haut Koenigsbourg,2024-11,2024-11-15 12:00:00,1.0033333333333334,7.376666666666667,2.6266666666666665
Chateau du Haut Koenigsbourg,2024-12,2024-12-16 00:00:00,-1.335483870967742,3.9838709677419355,3.051612903225806
Colmar,2024-01,2024-01-16 00:00:00,0.12258064516129032,6.725806451612903,3.309677419354839
Colmar,2024-02,2024-02-15 00:00:00,4.813793103448275,11.648275862068965,3.813793103448276
Colmar,2024-03,2024-03-16 00:00:00,5.283870967741936,13.941935483870967,2.232258064516129
Colmar,2024-04,2024-04-15 12:00:00,6.316666666666666,15.816666666666666,2.9166666666666665
Colmar,2024-05,2024-05-16 00:00:00,10.858064516129033,19.567741935483873,5.248387096774193
Colmar,2024-06,2024-06-15 12:00:00,13.903333333333334,22.813333333333333,4.6066666666666665
Colmar,2024-07,2024-07-16 00:00:00,15.83548387096774,25.187096774193545,3.9935483870967743
Colmar,2024-08,2024-08-16 00:00:00,16.451612903225808,26.838709677419356,2.1838709677419357
Colmar,2024-09,2024-09-15 12:00:00,12.6,19.976666666666667,3.993333333333333
Colmar,2024-10,2024-10-16 00:00:00,9.993548387096775,16.87741935483871,3.338709677419355
Colmar,2024-11,2024-11-15 12:00:00,3.5566666666666666,9.923333333333334,3.993333333333333
Colmar,2024-12,2024-12-16 00:00:00,0.7806451612903226,6.47741935483871,2.990322580645161
Eguisheim,2024-01,2024-01-16 00:00:00,0.06774193548387099,6.661290322580645,3.309677419354839
Eguisheim,2024-02,2024-02-15 00:00:00,4.76551724137931,11.60344827586207,3.813793103448276
Eguisheim,2024-03,2024-03-16 00:00:00,5.238709677419355,13.906451612903227,2.232258064516129
Eguisheim,2024-04,2024-04-15 12:00:00,6.263333333333334,15.770000000000001,2.9166666666666665
Eguisheim,2024-05,2024-05-16 00:00:00,10.806451612903226,19.503225806451614,5.248387096774193
Eguisheim,2024-06,2024-06-15 12:00:00,13.853333333333333,22.776666666666664,4.6066666666666665
Eguisheim,2024-07,2024-07-16 00:00:00,15.8,25.129032258064516,3.9935483870967743
Eguisheim,2024-08,2024-08-16 00:00:00,16.39677419354839,26.783870967741933,2.1838709677419357
Eguisheim,2024-09,2024-09-15 12:00:00,12.566666666666666,19.93,3.993333333333333
Eguisheim,2024-10,2024-10-16 00:00:00,9.935483870967742,16.82903225806452,3.338709677419355
Eguisheim,2024-11,2024-11-15 12:00:00,3.496666666666667,9.870000000000001,3.993333333333333
Eguisheim,2024-12,2024-12-16 00:00:00,0.7354838709677419,6.438709677419355,2.990322580645161
Besancon,2024-01,2024-01-16 00:00:00,0.9322580645161291,7.193548387096774,3.6516129032258067
Besancon,2024-02,2024-02-15 00:00:00,4.613793103448275,10.986206896551725,2.9310344827586206
Besancon,2024-03,2024-03-16 00:00:00,5.4,13.72258064516129,3.2
Besancon,2024-04,2024-04-15 12:00:00,6.336666666666667,15.163333333333332,4.3133333333333335
Besancon,2024-05,2024-05-16 00:00:00,10.158064516129032,18.63225806451613,6.377419354838709
Besancon,2024-06,2024-06-15 12:00:00,13.773333333333333,22.44333333333333,6.046666666666667
Besancon,2024-07,2024-07-16 00:00:00,15.458064516129031,25.351612903225806,4.151612903225806
Besancon,2024-08,2024-08-16 00:00:00,16.461290322580645,26.848387096774193,2.851612903225807
Besancon,2024-09,2024-09-15 12:00:00,11.813333333333333,19.57,4.416666666666667
Besancon,2024-10,2024-10-16 00:00:00,9.964516129032257,18.003225806451614,6.067741935483871
Besancon,2024-11,2024-11-15 12:00:00,3.5,11.103333333333333,3.25
Besancon,2024-12,2024-12-16 00:00:00,-0.26774193548387093,6.051612903225807,3.232258064516129
Dijon,2024-01,2024-01-16 00:00:00,0.6096774193548385,6.593548387096774,1.7419354838709677
Dijon,2024-02,2024-02-15 00:00:00,4.389655172413793,10.6,2.7896551724137932
Dijon,2024-03,2024-03-16 00:00:00,5.02258064516129,13.348387096774195,3.225806451612903
Dijon,2024-04,2024-04-15 12:00:00,6.34,14.770000000000001,3.25
Dijon,2024-05,2024-05-16 00:00:00,10.2,18.438709677419357,4.02258064516129
Dijon,2024-06,2024-06-15 12:00:00,13.370000000000001,22.12,3.21
Dijon,2024-07,2024-07-16 00:00:00,15.051612903225807,24.64516129032258,2.296774193548387
Dijon,2024-08,2024-08-16 00:00:00,16.238709677419354,26.690322580645162,1.2161290322580647
Dijon,2024-09,2024-09-15 12:00:00,11.926666666666668,19.3,2.743333333333333
Dijon,2024-10,2024-10-16 00:00:00,10.12258064516129,17.0,3.861290322580645
Dijon,2024-11,2024-11-15 12:00:00,4.413333333333333,10.156666666666666,2.3466666666666662
Dijon,2024-12,2024-12-16 00:00:00,1.0290322580645161,6.064516129032258,1.8580645161290323
Annecy,2024-01,2024-01-16 00:00:00,-0.0806451612903226,6.84516129032258,3.4064516129032256
Annecy,2024-02,2024-02-15 00:00:00,2.555172413793103,10.448275862068966,2.951724137931034
Annecy,2024-03,2024-03-16 00:00:00,3.148387096774193,13.48709677419355,3.509677419354839
Annecy,2024-04,2024-04-15 12:00:00,5.1899999999999995,15.379999999999999,3.243333333333333
Annecy,2024-05,2024-05-16 00:00:00,9.070967741935483,18.093548387096774,6.196774193548387
Annecy,2024-06,2024-06-15 12:00:00,13.496666666666666,22.82,3.3033333333333337
Annecy,2024-07,2024-07-16 00:00:00,15.919354838709678,26.37741935483871,3.429032258064516
Annecy,2024-08,2024-08-16 00:00:00,16.69677419354839,28.16774193548387,0.7580645161290323
Annecy,2024-09,2024-09-15 12:00:00,10.96,19.15666666666667,5.536666666666666
Annecy,2024-10,2024-10-16 00:00:00,9.083870967741936,17.183870967741935,4.425806451612903
Annecy,2024-11,2024-11-15 12:00:00,2.8433333333333333,11.016666666666667,2.086666666666667
Annecy,2024-12,2024-12-16 00:00:00,-0.9903225806451613,6.241935483870968,3.4451612903225803
Grenoble,2024-01,2024-01-16 00:00:00,1.6419354838709677,9.83548387096774,5.009677419354839
Grenoble,2024-02,2024-02-15 00:00:00,4.596551724137932,13.331034482758621,3.36551724137931
Grenoble,2024-03,2024-03-16 00:00:00,5.106451612903226,15.97741935483871,5.077419354838709
Grenoble,2024-04,2024-04-15 12:00:00,6.383333333333334,17.976666666666667,4.2733333333333325
Grenoble,2024-05,2024-05-16 00:00:00,10.625806451612902,20.674193548387095,6.929032258064517
Grenoble,2024-06,2024-06-15 12:00:00,14.8,25.283333333333335,5.056666666666667
Grenoble,2024-07,2024-07-16 00:00:00,17.187096774193545,28.758064516129032,3.303225806451613
Grenoble,2024-08,2024-08-16 00:00:00,17.919354838709676,29.68064516129032,2.0806451612903225
Grenoble,2024-09,2024-09-15 12:00:00,11.873333333333333,21.793333333333333,8.76
Grenoble,2024-10,2024-10-16 00:00:00,11.016129032258064,21.016129032258064,4.135483870967742
Grenoble,2024-11,2024-11-15 12:00:00,5.473333333333334,14.49,1.91
Grenoble,2024-12,2024-12-16 00:00:00,0.41612903225806447,8.174193548387096,4.958064516129032
Lyon,2024-01,2024-01-16 00:00:00,1.2032258064516128,7.903225806451613,2.1451612903225805
Lyon,2024-02,2024-02-15 00:00:00,3.920689655172414,11.713793103448275,2.420689655172414
Lyon,2024-03,2024-03-16 00:00:00,5.72258064516129,14.77741935483871,5.064516129032258
Lyon,2024-04,2024-04-15 12:00:00,7.663333333333333,16.470000000000002,3.3466666666666667
Lyon,2024-05,2024-05-16 00:00:00,10.538709677419355,19.812903225806455,4.774193548387097
Lyon,2024-06,2024-06-15 12:00:00,15.05,24.03666666666667,3.1266666666666665
Lyon,2024-07,2024-07-16 00:00:00,16.73225806451613,27.425806451612903,3.8451612903225802
Lyon,2024-08,2024-08-16 00:00:00,17.529032258064515,29.04516129032258,1.8580645161290323
Lyon,2024-09,2024-09-15 12:00:00,12.753333333333334,21.17,6.423333333333334
Lyon,2024-10,2024-10-16 00:00:00,11.374193548387098,19.048387096774192,3.8677419354838714
Lyon,2024-11,2024-11-15 12:00:00,5.63,12.003333333333334,2.3833333333333333
Lyon,2024-12,2024-12-16 00:00:00,1.2,6.516129032258065,2.329032258064516
Gorges du Verdon,2024-01,2024-01-16 00:00:00,1.8580645161290323,9.480645161290322,1.0838709677419356
Gorges du Verdon,2024-02,2024-02-15 00:00:00,3.0448275862068965,11.741379310344827,3.579310344827586
Gorges du Verdon,2024-03,2024-03-16 00:00:00,3.3806451612903223,11.95483870967742,6.838709677419355
Gorges du Verdon,2024-04,2024-04-15 12:00:00,5.3133333333333335,14.979999999999999,2.1333333333333333
Gorges du Verdon,2024-05,2024-05-16 00:00:00,8.293548387096775,17.116129032258065,3.648387096774193
Gorges du Verdon,2024-06,2024-06-15 12:00:00,12.610000000000001,23.023333333333333,2.71
Gorges du Verdon,2024-07,2024-07-16 00:00:00,16.690322580645162,28.548387096774192,0.8709677419354839
Gorges du Verdon,2024-08,2024-08-16 00:00:00,17.661290322580644,29.493548387096773,0.16451612903225807
Gorges du Verdon,2024-09,2024-09-15 12:00:00,11.08,20.043333333333333,2.95
Gorges du Verdon,2024-10,2024-10-16 00:00:00,9.961290322580645,17.783870967741933,3.616129032258064
Gorges du Verdon,2024-11,2024-11-15 12:00:00,4.98,13.003333333333334,1.9566666666666668
Gorges du Verdon,2024-12,2024-12-16 00:00:00,0.6032258064516128,9.296774193548387,0.7709677419354839
Bormes les Mimosas,2024-01,2024-01-16 00:00:00,5.964516129032258,13.061290322580644,1.6548387096774193
Bormes les Mimosas,2024-02,2024-02-15 00:00:00,6.520689655172413,14.324137931034482,3.4655172413793105
Bormes les Mimosas,2024-03,2024-03-16 00:00:00,8.312903225806451,15.27741935483871,5.303225806451613
Bormes les Mimosas,2024-04,2024-04-15 12:00:00,9.979999999999999,17.90666666666667,1.5333333333333334
Bormes les Mimosas,2024-05,2024-05-16 00:00:00,12.848387096774195,20.07741935483871,1.8967741935483873
Bormes les Mimosas,2024-06,2024-06-15 12:00:00,16.65,24.653333333333332,0.6166666666666667
Bormes les Mimosas,2024-07,2024-07-16 00:00:00,20.396774193548385,30.003225806451614,0.8290322580645161
Bormes les Mimosas,2024-08,2024-08-16 00:00:00,21.238709677419354,30.393548387096775,0.2903225806451613
Bormes les Mimosas,2024-09,2024-09-15 12:00:00,16.18,24.1,2.36
Bormes les Mimosas,2024-10,2024-10-16 00:00:00,14.803225806451612,20.641935483870967,7.0
Bormes les Mimosas,2024-11,2024-11-15 12:00:00,9.76,16.823333333333334,1.2966666666666666
Bormes les Mimosas,2024-12,2024-12-16 00:00:00,5.641935483870968,13.48709677419355,0.3548387096774194
Cassis,2024-01,2024-01-16 00:00:00,6.674193548387097,13.641935483870967,1.1516129032258065
Cassis,2024-02,2024-02-15 00:00:00,8.386206896551723,15.451724137931036,3.8896551724137933
Cassis,2024-03,2024-03-16 00:00:00,9.2,15.832258064516129,5.319354838709677
Cassis,2024-04,2024-04-15 12:00:00,11.456666666666667,18.926666666666666,1.4033333333333333
Cassis,2024-05,2024-05-16 00:00:00,14.048387096774194,21.29032258064516,1.8580645161290323
Cassis,2024-06,2024-06-15 12:00:00,17.543333333333333,25.63,1.4766666666666668
Cassis,2024-07,2024-07-16 00:00:00,21.25483870967742,30.251612903225805,0.4677419354838709
Cassis,2024-08,2024-08-16 00:00:00,22.425806451612903,31.42258064516129,0.47096774193548385
Cassis,2024-09,2024-09-15 12:00:00,16.906666666666666,24.540000000000003,2.253333333333333
Cassis,2024-10,2024-10-16 00:00:00,15.525806451612903,21.796774193548387,3.4612903225806453
Cassis,2024-11,2024-11-15 12:00:00,10.81,17.696666666666665,2.493333333333333
Cassis,2024-12,2024-12-16 00:00:00,6.838709677419355,13.541935483870969,0.5129032258064516
Marseille,2024-01,2024-01-16 00:00:00,5.912903225806452,12.72258064516129,1.3548387096774193
Marseille,2024-02,2024-02-15 00:00:00,7.513793103448276,15.075862068965517,2.7482758620689656
Marseille,2024-03,2024-03-16 00:00:00,8.903225806451612,15.674193548387096,4.864516129032259
Marseille,2024-04,2024-04-15 12:00:00,10.826666666666666,18.273333333333333,1.1533333333333333
Marseille,2024-05,2024-05-16 00:00:00,13.219354838709679,20.616129032258065,1.6806451612903226
Marseille,2024-06,2024-06-15 12:00:00,17.30666666666667,25.16,1.4533333333333334
Marseille,2024-07,2024-07-16 00:00:00,20.34193548387097,29.203225806451613,0.22903225806451613
Marseille,2024-08,2024-08-16 00:00:00,21.07741935483871,30.516129032258064,0.6548387096774194
Marseille,2024-09,2024-09-15 12:00:00,16.57,23.81,2.82
Marseille,2024-10,2024-10-16 00:00:00,15.080645161290322,21.674193548387095,2.3774193548387097
Marseille,2024-11,2024-11-15 12:00:00,10.106666666666666,17.266666666666666,1.9366666666666668
Marseille,2024-12,2024-12-16 00:00:00,6.087096774193548,12.85483870967742,0.43870967741935485
Aix en Provence,2024-01,2024-01-16 00:00:00,2.296774193548387,11.883870967741935,1.0419354838709676
Aix en Provence,2024-02,2024-02-15 00:00:00,3.968965517241379,14.479310344827585,3.348275862068965
Aix en Provence,2024-03,2024-03-16 00:00:00,6.035483870967742,15.448387096774193,5.983870967741935
Aix en Provence,2024-04,2024-04-15 12:00:00,7.763333333333334,18.166666666666668,1.7666666666666666
Aix en Provence,2024-05,2024-05-16 00:00:00,10.77741935483871,20.98709677419355,3.7161290322580647
Aix en Provence,2024-06,2024-06-15 12:00:00,15.293333333333333,26.696666666666665,2.1133333333333333
Aix en Provence,2024-07,2024-07-16 00:00:00,18.27741935483871,30.980645161290322,0.7870967741935483
Aix en Provence,2024-08,2024-08-16 00:00:00,18.91290322580645,32.43225806451613,0.6516129032258065
Aix en Provence,2024-09,2024-09-15 12:00:00,13.616666666666667,23.816666666666666,2.7199999999999998
Aix en Provence,2024-10,2024-10-16 00:00:00,12.558064516129033,21.348387096774193,2.570967741935484
Aix en Provence,2024-11,2024-11-15 12:00:00,6.343333333333334,16.443333333333335,1.8399999999999999
Aix en Provence,2024-12,2024-12-16 00:00:00,0.970967741935484,11.94516129032258,1.2258064516129032
Avignon,2024-01,2024-01-16 00:00:00,3.293548387096774,11.03225806451613,1.335483870967742
Avignon,2024-02,2024-02-15 00:00:00,6.7379310344827585,14.33448275862069,2.1586206896551725
Avignon,2024-03,2024-03-16 00:00:00,7.94516129032258,16.39677419354839,7.312903225806451
Avignon,2024-04,2024-04-15 12:00:00,9.223333333333333,18.543333333333333,2.396666666666667
Avignon,2024-05,2024-05-16 00:00:00,12.338709677419354,21.335483870967742,5.45483870967742
Avignon,2024-06,2024-06-15 12:00:00,16.67,26.826666666666664,1.6166666666666667
Avignon,2024-07,2024-07-16 00:00:00,19.903225806451612,31.451612903225808,1.0903225806451613
Avignon,2024-08,2024-08-16 00:00:00,20.73548387096774,32.60322580645161,1.2096774193548387
Avignon,2024-09,2024-09-15 12:00:00,14.91,23.84,4.426666666666667
Avignon,2024-10,2024-10-16 00:00:00,13.603225806451613,21.309677419354838,7.109677419354839
Avignon,2024-11,2024-11-15 12:00:00,7.963333333333334,15.303333333333335,1.09
Avignon,2024-12,2024-12-16 00:00:00,3.458064516129032,10.493548387096775,0.4741935483870968
Uzes,2024-01,2024-01-16 00:00:00,3.570967741935484,11.083870967741936,1.2354838709677418
Uzes,2024-02,2024-02-15 00:00:00,6.624137931034483,14.472413793103447,1.9448275862068964
Uzes,2024-03,2024-03-16 00:00:00,7.083870967741936,15.845161290322581,8.26774193548387
Uzes,2024-04,2024-04-15 12:00:00,8.729999999999999,17.796666666666667,2.3733333333333335
Uzes,2024-05,2024-05-16 00:00:00,11.325806451612904,20.51290322580645,5.158064516129032
Uzes,2024-06,2024-06-15 12:00:00,15.58,26.023333333333333,1.9533333333333334
Uzes,2024-07,2024-07-16 00:00:00,19.200000000000003,30.74516129032258,1.164516129032258
Uzes,2024-08,2024-08-16 00:00:00,20.0258064516129,31.787096774193547,0.7612903225806452
Uzes,2024-09,2024-09-15 12:00:00,14.229999999999999,22.970000000000002,4.303333333333333
Uzes,2024-10,2024-10-16 00:00:00,13.264516129032257,20.151612903225807,7.961290322580646
Uzes,2024-11,2024-11-15 12:00:00,7.793333333333334,15.05,1.2
Uzes,2024-12,2024-12-16 00:00:00,3.925806451612903,10.751612903225807,0.6193548387096774
Nimes,2024-01,2024-01-16 00:00:00,3.703225806451613,12.229032258064517,1.261290322580645
